SENTTOT,AGE,CITIZEN,CRIMHIST,CRIMPTS,DISTRICT,DSPLEA,INOUT,MONSEX,NEWEDUC,NEWRACE,OFFGUIDE,PRESENT,SENTIMP,WEAPON,XMAXSOR,XMINSOR
,89.0,,,,30,1,,0.0,,3.0,11,,4,0,,
8.0,51.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
300.0,25.0,1.0,1.0,0.0,66,1,,0.0,5.0,6.0,10,2.0,1,1,327.0,262.0
15.0,24.0,3.0,1.0,1.0,70,1,,0.0,5.0,3.0,17,1.0,1,0,24.0,18.0
68.0,39.0,3.0,0.0,0.0,84,1,,0.0,1.0,3.0,7,1.0,1,0,121.0,97.0
12.03,34.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
6.57,37.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
12.0,33.0,3.0,1.0,4.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
6.0,33.0,3.0,1.0,2.0,41,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
0.03,57.0,3.0,1.0,0.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
10.0,48.0,3.0,1.0,9.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
16.0,64.0,3.0,1.0,6.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
27.0,58.0,3.0,1.0,3.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
120.0,31.0,1.0,1.0,0.0,42,1,,0.0,3.0,3.0,27,1.0,1,0,135.0,108.0
51.0,35.0,1.0,1.0,8.0,6,1,,0.0,5.0,1.0,13,1.0,1,0,71.0,57.0
1.0,23.0,1.0,0.0,0.0,26,1,0.0,0.0,5.0,2.0,16,2.0,1,0,6.0,0.0
0.03,29.0,3.0,1.0,4.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,8.0,2.0
23.0,36.0,1.0,1.0,12.0,2,1,,0.0,3.0,1.0,10,1.0,1,0,87.0,70.0
120.0,62.0,1.0,1.0,6.0,66,1,,0.0,5.0,1.0,10,1.0,1,0,168.0,135.0
33.0,52.0,1.0,1.0,2.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
30.0,33.0,3.0,1.0,5.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
57.0,23.0,3.0,1.0,0.0,28,1,,0.0,1.0,3.0,10,1.0,1,0,71.0,57.0
42.0,34.0,1.0,1.0,3.0,51,1,,0.0,5.0,2.0,13,1.0,1,0,51.0,41.0
0.03,38.0,1.0,1.0,9.0,3,1,,0.0,3.0,2.0,16,2.0,1,0,41.0,33.0
84.0,42.0,1.0,1.0,11.0,84,1,,0.0,1.0,3.0,19,1.0,1,1,9996.0,360.0
180.0,26.0,1.0,1.0,0.0,6,1,,0.0,5.0,2.0,10,1.0,1,1,168.0,135.0
180.0,49.0,1.0,1.0,6.0,39,1,,0.0,3.0,3.0,10,1.0,1,1,188.0,151.0
3.55,39.0,3.0,1.0,1.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,12.0,6.0
30.0,46.0,3.0,1.0,10.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
24.0,41.0,3.0,1.0,0.0,3,1,,0.0,5.0,3.0,16,1.0,1,0,41.0,33.0
0.03,60.0,1.0,1.0,0.0,3,1,,0.0,1.0,2.0,10,2.0,1,0,71.0,57.0
228.0,34.0,1.0,1.0,0.0,39,1,,0.0,5.0,1.0,7,1.0,1,0,235.0,188.0
200.0,45.0,1.0,1.0,16.0,87,1,,0.0,3.0,1.0,10,1.0,1,1,9996.0,360.0
,33.0,1.0,1.0,1.0,42,5,1.0,0.0,3.0,2.0,16,2.0,4,0,14.0,8.0
0.03,68.0,3.0,1.0,0.0,42,1,0.0,0.0,1.0,3.0,21,1.0,1,0,12.0,6.0
120.0,62.0,1.0,1.0,4.0,20,1,,0.0,5.0,2.0,10,1.0,1,0,135.0,108.0
21.0,21.0,1.0,1.0,3.0,51,5,,0.0,3.0,2.0,13,1.0,1,0,27.0,21.0
154.0,29.0,1.0,1.0,1.0,13,1,,0.0,3.0,2.0,26,1.0,1,1,87.0,70.0
84.0,25.0,1.0,1.0,9.0,63,1,,0.0,1.0,2.0,13,1.0,1,0,105.0,84.0
18.0,35.0,1.0,1.0,10.0,83,1,,0.0,3.0,2.0,25,1.0,1,0,30.0,24.0
27.0,38.0,1.0,1.0,7.0,42,5,,0.0,3.0,3.0,10,1.0,1,0,27.0,21.0
72.0,26.0,1.0,1.0,22.0,68,1,,0.0,3.0,2.0,13,1.0,1,0,78.0,63.0
84.0,33.0,3.0,1.0,0.0,87,1,,0.0,1.0,3.0,10,1.0,1,1,210.0,168.0
51.0,24.0,1.0,1.0,2.0,80,1,,0.0,1.0,3.0,10,1.0,1,0,63.0,51.0
66.0,22.0,1.0,1.0,0.0,42,1,0.0,0.0,3.0,2.0,10,1.0,1,1,6.0,0.0
30.0,32.0,1.0,1.0,11.0,68,1,,1.0,3.0,6.0,10,1.0,1,0,87.0,70.0
87.0,45.0,1.0,1.0,7.0,13,1,,0.0,3.0,2.0,13,1.0,1,0,87.0,70.0
7.2,42.0,3.0,1.0,1.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
,24.0,1.0,1.0,3.0,88,1,,0.0,1.0,2.0,13,1.0,4,0,27.0,21.0
71.0,33.0,1.0,1.0,10.0,54,5,,0.0,1.0,2.0,13,1.0,1,0,71.0,57.0
30.0,42.0,1.0,1.0,0.0,87,1,,0.0,5.0,2.0,10,2.0,1,0,30.0,24.0
5.07,57.0,3.0,1.0,3.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,14.0,8.0
24.0,44.0,1.0,1.0,7.0,85,1,,1.0,3.0,1.0,10,1.0,1,0,115.0,92.0
97.0,40.0,1.0,1.0,3.0,54,1,,0.0,1.0,1.0,13,1.0,1,0,135.0,108.0
46.0,22.0,1.0,1.0,0.0,30,1,,0.0,1.0,1.0,13,2.0,1,0,57.0,46.0
87.0,41.0,3.0,1.0,8.0,42,5,,0.0,1.0,1.0,17,1.0,1,0,87.0,70.0
10.0,41.0,3.0,1.0,3.0,84,1,0.0,0.0,3.0,3.0,17,1.0,1,0,14.0,8.0
,62.0,1.0,1.0,0.0,12,1,,0.0,6.0,1.0,29,2.0,4,0,30.0,24.0
37.0,33.0,3.0,1.0,7.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
6.39,24.0,3.0,1.0,2.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,7.0,1.0
12.03,53.0,1.0,0.0,0.0,12,1,,1.0,6.0,2.0,21,2.0,1,0,30.0,24.0
4.79,40.0,3.0,1.0,2.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,7.0,1.0
216.0,36.0,1.0,1.0,10.0,16,1,,1.0,3.0,1.0,16,1.0,1,0,9996.0,360.0
180.0,58.0,1.0,1.0,3.0,29,2,,0.0,3.0,1.0,7,1.0,1,0,51.0,41.0
26.33,36.0,3.0,0.0,0.0,12,1,,0.0,1.0,6.0,16,1.0,1,0,27.0,21.0
24.0,66.0,1.0,0.0,0.0,13,1,,0.0,6.0,2.0,5,2.0,1,0,108.0,87.0
4.39,33.0,3.0,1.0,0.0,30,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
135.0,35.0,3.0,1.0,0.0,56,1,,0.0,1.0,3.0,10,1.0,1,1,168.0,135.0
120.0,40.0,1.0,1.0,6.0,58,1,,0.0,1.0,3.0,10,1.0,1,0,293.0,235.0
30.0,39.0,1.0,1.0,13.0,65,1,,1.0,5.0,1.0,13,1.0,1,0,51.0,41.0
101.0,24.0,1.0,1.0,11.0,57,1,,0.0,1.0,2.0,26,1.0,1,1,71.0,57.0
3.99,24.0,1.0,1.0,2.0,89,1,0.0,0.0,3.0,6.0,10,1.0,1,0,10.0,4.0
168.0,25.0,1.0,1.0,2.0,16,1,,0.0,1.0,2.0,26,1.0,1,1,108.0,87.0
4.02,46.0,3.0,1.0,0.0,42,5,0.0,0.0,5.0,3.0,17,1.0,1,0,6.0,0.0
81.0,26.0,1.0,1.0,0.0,13,1,,0.0,1.0,3.0,10,1.0,1,0,108.0,87.0
24.0,29.0,2.0,1.0,1.0,14,1,,0.0,3.0,2.0,16,3.0,1,0,51.0,41.0
,22.0,1.0,0.0,0.0,41,5,1.0,0.0,1.0,3.0,21,1.0,4,0,6.0,0.0
12.03,49.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
168.0,50.0,1.0,1.0,3.0,12,1,,0.0,3.0,3.0,10,1.0,1,1,327.0,262.0
192.0,32.0,1.0,1.0,23.0,35,1,,0.0,1.0,2.0,10,1.0,1,1,327.0,262.0
13.0,34.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
12.0,38.0,1.0,1.0,0.0,14,5,,1.0,5.0,2.0,16,1.0,1,0,27.0,21.0
25.0,39.0,3.0,1.0,8.0,30,5,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
3.07,31.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,,1,0,6.0,0.0
120.0,51.0,1.0,1.0,3.0,6,1,,0.0,5.0,1.0,7,1.0,1,0,41.0,33.0
24.0,31.0,1.0,0.0,0.0,5,1,,0.0,6.0,3.0,7,2.0,1,0,121.0,97.0
15.0,43.0,3.0,1.0,,26,1,,0.0,,3.0,17,,1,0,21.0,15.0
48.0,37.0,3.0,1.0,3.0,71,1,,0.0,1.0,3.0,10,1.0,1,0,97.0,78.0
180.0,44.0,1.0,1.0,17.0,44,1,,0.0,6.0,2.0,10,1.0,1,1,327.0,262.0
,29.0,1.0,0.0,0.0,41,5,1.0,1.0,3.0,3.0,21,2.0,4,0,6.0,0.0
60.0,35.0,1.0,1.0,14.0,42,1,,0.0,3.0,3.0,13,1.0,1,0,63.0,51.0
120.0,40.0,1.0,1.0,9.0,14,1,,0.0,3.0,2.0,10,1.0,1,0,150.0,120.0
120.0,21.0,1.0,1.0,1.0,30,1,,0.0,3.0,2.0,26,1.0,1,1,51.0,41.0
30.0,61.0,1.0,0.0,0.0,16,1,,0.0,6.0,2.0,20,2.0,1,0,37.0,30.0
4.59,50.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
135.0,33.0,1.0,1.0,5.0,48,1,,0.0,5.0,2.0,10,1.0,1,1,168.0,135.0
4.13,31.0,3.0,1.0,2.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,7.0,1.0
,42.0,3.0,1.0,1.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
8.0,54.0,1.0,1.0,8.0,47,1,0.0,0.0,5.0,2.0,16,2.0,1,0,8.0,2.0
21.0,39.0,1.0,1.0,4.0,26,1,,0.0,1.0,2.0,13,1.0,1,0,21.0,15.0
,37.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
4.0,36.0,1.0,1.0,1.0,85,1,0.0,1.0,3.0,6.0,16,2.0,1,0,14.0,8.0
33.0,31.0,1.0,1.0,1.0,26,1,,0.0,5.0,2.0,10,1.0,1,0,51.0,41.0
5.3,18.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,10.0,4.0
,37.0,1.0,1.0,0.0,26,1,,0.0,6.0,1.0,10,2.0,4,0,24.0,18.0
54.0,33.0,1.0,1.0,2.0,52,1,,1.0,5.0,3.0,10,2.0,1,1,151.0,121.0
24.0,37.0,3.0,1.0,7.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
90.0,20.0,1.0,1.0,6.0,65,1,,0.0,3.0,2.0,26,1.0,1,1,78.0,63.0
18.0,39.0,1.0,1.0,10.0,83,1,,0.0,1.0,2.0,16,1.0,1,0,24.0,18.0
6.0,25.0,1.0,0.0,0.0,41,1,,0.0,1.0,3.0,17,1.0,2,0,18.0,12.0
120.0,39.0,1.0,1.0,5.0,14,1,,0.0,5.0,2.0,10,1.0,1,0,188.0,151.0
168.0,32.0,1.0,1.0,1.0,82,8,,0.0,3.0,1.0,27,1.0,1,0,121.0,97.0
33.0,46.0,1.0,1.0,1.0,41,5,,0.0,5.0,3.0,17,1.0,1,0,33.0,27.0
84.0,46.0,1.0,1.0,21.0,87,1,,0.0,3.0,1.0,10,1.0,1,0,162.0,130.0
87.0,34.0,1.0,1.0,6.0,65,1,,0.0,5.0,2.0,10,1.0,1,1,108.0,87.0
108.0,26.0,1.0,0.0,0.0,38,1,,0.0,5.0,6.0,7,2.0,1,0,108.0,87.0
30.0,25.0,1.0,1.0,4.0,27,5,,0.0,1.0,2.0,13,1.0,1,0,37.0,30.0
21.0,35.0,3.0,0.0,0.0,82,1,,1.0,3.0,3.0,10,2.0,1,0,30.0,24.0
75.0,26.0,1.0,1.0,2.0,90,1,,0.0,5.0,3.0,10,1.0,1,1,21.0,15.0
,21.0,1.0,0.0,0.0,9,1,1.0,0.0,3.0,2.0,16,3.0,3,0,6.0,0.0
12.0,33.0,3.0,1.0,2.0,41,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
57.0,30.0,1.0,1.0,4.0,85,1,,1.0,1.0,6.0,10,1.0,1,0,71.0,57.0
0.03,39.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
66.0,49.0,1.0,1.0,1.0,62,2,,0.0,5.0,1.0,10,1.0,1,1,210.0,168.0
24.0,22.0,1.0,1.0,0.0,70,1,,0.0,3.0,3.0,17,3.0,1,0,51.0,41.0
21.0,49.0,1.0,1.0,2.0,35,1,,1.0,5.0,1.0,10,2.0,1,0,41.0,33.0
41.0,25.0,1.0,1.0,0.0,52,1,,0.0,3.0,2.0,13,1.0,1,0,51.0,41.0
6.0,58.0,1.0,0.0,0.0,8,2,0.0,0.0,6.0,3.0,5,2.0,1,0,14.0,8.0
0.16,31.0,1.0,1.0,2.0,9,1,0.0,1.0,1.0,2.0,10,3.0,1,0,14.0,8.0
,50.0,1.0,,,22,5,1.0,0.0,,1.0,30,,4,0,6.0,0.0
1.72,18.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
15.0,60.0,1.0,1.0,3.0,35,5,,0.0,5.0,1.0,16,1.0,1,0,18.0,12.0
60.0,35.0,1.0,1.0,0.0,35,5,,0.0,1.0,2.0,10,1.0,1,0,57.0,46.0
18.0,48.0,1.0,1.0,0.0,51,1,,0.0,6.0,2.0,21,2.0,1,0,33.0,27.0
,31.0,1.0,,,22,5,1.0,1.0,,2.0,30,,4,0,6.0,0.0
70.0,26.0,1.0,1.0,1.0,54,1,,0.0,1.0,2.0,13,1.0,1,0,46.0,37.0
46.0,20.0,1.0,1.0,0.0,62,5,,0.0,3.0,2.0,13,1.0,1,0,24.0,18.0
4.36,28.0,3.0,1.0,1.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
75.0,46.0,1.0,1.0,7.0,28,1,,0.0,3.0,1.0,16,1.0,1,0,63.0,51.0
120.0,58.0,1.0,1.0,15.0,33,1,,0.0,3.0,1.0,10,1.0,1,0,162.0,130.0
24.0,30.0,3.0,1.0,3.0,31,5,,0.0,,3.0,17,1.0,1,0,27.0,21.0
21.0,56.0,3.0,1.0,3.0,35,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
54.0,23.0,1.0,1.0,2.0,45,1,,0.0,3.0,2.0,16,2.0,1,0,37.0,30.0
24.0,27.0,1.0,1.0,8.0,28,1,,0.0,5.0,2.0,13,2.0,1,0,46.0,37.0
1.43,34.0,3.0,1.0,2.0,31,5,0.0,0.0,,3.0,17,1.0,1,0,7.0,1.0
15.0,40.0,1.0,1.0,1.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
1.0,60.0,1.0,0.0,0.0,41,1,,1.0,5.0,3.0,17,2.0,2,0,18.0,12.0
84.0,40.0,1.0,1.0,3.0,35,1,,0.0,3.0,2.0,10,1.0,1,0,151.0,121.0
36.0,44.0,1.0,1.0,2.0,81,1,,0.0,3.0,2.0,10,1.0,1,1,293.0,235.0
,21.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
36.0,36.0,1.0,1.0,0.0,22,1,,1.0,6.0,2.0,21,2.0,1,0,57.0,46.0
87.0,40.0,3.0,0.0,0.0,42,1,,0.0,6.0,3.0,10,1.0,1,0,108.0,87.0
4.0,41.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
48.0,56.0,3.0,1.0,9.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,57.0,46.0
3.07,46.0,3.0,1.0,0.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
4.13,47.0,3.0,1.0,0.0,70,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
50.0,40.0,1.0,1.0,5.0,33,1,,0.0,5.0,1.0,10,2.0,1,0,78.0,63.0
15.0,29.0,1.0,1.0,4.0,77,1,,0.0,1.0,1.0,13,1.0,1,0,21.0,15.0
3.92,37.0,3.0,1.0,3.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,7.0,1.0
5.85,51.0,3.0,1.0,6.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,12.0,6.0
30.0,45.0,1.0,1.0,1.0,77,1,,1.0,1.0,6.0,10,1.0,1,0,57.0,46.0
13.0,30.0,1.0,1.0,6.0,77,1,,1.0,5.0,6.0,4,1.0,1,0,27.0,21.0
0.03,36.0,1.0,1.0,1.0,33,1,,0.0,1.0,2.0,13,2.0,1,0,71.0,57.0
60.0,29.0,1.0,1.0,4.0,60,1,,0.0,3.0,2.0,13,1.0,1,1,,
5.06,36.0,3.0,1.0,0.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
12.03,57.0,3.0,1.0,5.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
78.0,42.0,1.0,1.0,5.0,77,1,,1.0,5.0,1.0,10,1.0,1,1,210.0,168.0
,33.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
21.0,23.0,1.0,1.0,2.0,77,1,,0.0,3.0,2.0,13,1.0,1,0,33.0,27.0
46.0,28.0,3.0,0.0,0.0,79,2,,0.0,3.0,3.0,10,1.0,1,1,71.0,57.0
37.0,30.0,1.0,1.0,3.0,41,1,,0.0,5.0,3.0,17,1.0,1,0,37.0,30.0
156.0,51.0,1.0,1.0,18.0,20,1,,0.0,3.0,2.0,10,1.0,1,1,188.0,151.0
,56.0,,,,22,5,1.0,0.0,,2.0,30,,4,0,6.0,0.0
63.0,41.0,3.0,1.0,6.0,79,2,,0.0,1.0,3.0,10,1.0,1,1,135.0,108.0
0.03,37.0,3.0,1.0,3.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
7.0,35.0,1.0,0.0,0.0,90,8,0.0,0.0,5.0,1.0,1,3.0,2,0,14.0,8.0
47.0,27.0,1.0,1.0,2.0,90,1,,0.0,1.0,2.0,10,1.0,1,0,51.0,41.0
6.0,40.0,1.0,1.0,3.0,41,1,,0.0,5.0,2.0,17,2.0,2,0,27.0,21.0
21.0,34.0,1.0,0.0,0.0,41,1,,1.0,3.0,3.0,17,2.0,1,0,18.0,12.0
40.0,44.0,1.0,1.0,8.0,42,1,,1.0,1.0,3.0,10,1.0,2,0,57.0,46.0
120.0,38.0,1.0,1.0,7.0,83,1,,0.0,5.0,3.0,10,1.0,1,0,188.0,151.0
32.0,31.0,1.0,0.0,0.0,26,1,,0.0,1.0,3.0,13,1.0,1,0,71.0,57.0
6.16,28.0,3.0,1.0,2.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,10.0,4.0
10.0,46.0,1.0,1.0,3.0,70,1,,0.0,3.0,2.0,17,1.0,1,0,21.0,15.0
3.1,25.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,,1,0,6.0,0.0
46.0,76.0,1.0,1.0,0.0,33,1,,1.0,5.0,1.0,16,2.0,1,0,57.0,46.0
57.0,50.0,3.0,0.0,0.0,4,1,,0.0,1.0,3.0,10,1.0,1,0,108.0,87.0
6.16,24.0,3.0,1.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
5.03,42.0,3.0,1.0,1.0,30,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
80.0,59.0,1.0,1.0,0.0,51,1,,1.0,3.0,1.0,10,1.0,1,0,168.0,135.0
,32.0,3.0,1.0,1.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
1.89,21.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
4.66,31.0,3.0,1.0,0.0,30,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
,24.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
46.0,42.0,1.0,1.0,3.0,41,1,,0.0,3.0,3.0,17,1.0,1,0,46.0,37.0
24.0,32.0,1.0,1.0,0.0,82,1,,0.0,6.0,3.0,10,2.0,1,0,71.0,57.0
120.0,47.0,1.0,1.0,2.0,30,1,,1.0,3.0,2.0,21,1.0,1,1,293.0,235.0
1.76,43.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
12.0,50.0,3.0,1.0,4.0,41,1,,0.0,6.0,3.0,17,1.0,1,0,24.0,18.0
0.03,46.0,4.0,0.0,0.0,45,1,0.0,0.0,6.0,1.0,17,2.0,1,0,12.0,6.0
48.0,23.0,1.0,1.0,11.0,82,1,,0.0,3.0,2.0,13,1.0,1,0,71.0,57.0
21.0,67.0,1.0,1.0,2.0,66,1,,0.0,6.0,2.0,29,2.0,1,0,27.0,21.0
90.0,43.0,1.0,1.0,8.0,39,1,,0.0,1.0,2.0,4,1.0,1,1,71.0,57.0
57.0,22.0,1.0,1.0,0.0,4,1,,0.0,3.0,3.0,26,1.0,1,1,63.0,51.0
60.0,41.0,1.0,1.0,9.0,41,1,,0.0,1.0,3.0,13,1.0,1,1,,
120.0,33.0,1.0,1.0,19.0,66,8,,0.0,3.0,2.0,13,1.0,1,0,210.0,168.0
100.0,31.0,1.0,1.0,7.0,20,1,,0.0,1.0,2.0,13,1.0,1,0,125.0,100.0
5.16,30.0,3.0,1.0,6.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
4.73,44.0,3.0,1.0,6.0,70,1,,0.0,3.0,3.0,17,1.0,1,0,16.0,10.0
15.0,60.0,1.0,1.0,12.0,70,1,,0.0,3.0,1.0,17,1.0,1,0,27.0,21.0
12.03,63.0,3.0,0.0,0.0,41,1,,0.0,5.0,3.0,23,1.0,1,0,46.0,37.0
,19.0,1.0,,,22,5,1.0,0.0,,2.0,30,,4,0,6.0,0.0
24.0,35.0,3.0,0.0,0.0,74,1,,0.0,5.0,3.0,10,1.0,1,0,71.0,57.0
8.25,40.0,3.0,1.0,3.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
70.0,54.0,1.0,1.0,4.0,65,1,,0.0,1.0,1.0,10,1.0,1,0,97.0,78.0
27.0,49.0,1.0,1.0,3.0,22,1,,0.0,3.0,2.0,10,2.0,1,0,41.0,33.0
2.83,27.0,3.0,1.0,1.0,70,1,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
0.03,57.0,1.0,0.0,0.0,41,1,0.0,1.0,5.0,3.0,29,2.0,1,0,6.0,0.0
102.0,43.0,1.0,1.0,13.0,25,5,,0.0,3.0,2.0,10,1.0,1,0,115.0,92.0
240.0,31.0,1.0,1.0,0.0,32,1,,0.0,3.0,2.0,27,1.0,1,0,9996.0,360.0
108.0,39.0,1.0,1.0,6.0,22,1,,0.0,1.0,2.0,10,1.0,1,0,168.0,135.0
37.0,39.0,3.0,1.0,0.0,41,1,,0.0,1.0,3.0,21,1.0,1,0,37.0,30.0
6.54,35.0,3.0,1.0,2.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
30.0,30.0,1.0,1.0,5.0,41,1,,0.0,5.0,3.0,13,1.0,1,0,46.0,37.0
42.0,24.0,3.0,1.0,2.0,2,1,,0.0,1.0,3.0,10,1.0,1,0,97.0,78.0
60.0,45.0,1.0,1.0,3.0,6,1,,0.0,1.0,6.0,10,3.0,1,0,78.0,63.0
12.03,43.0,3.0,1.0,6.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
43.0,59.0,1.0,0.0,0.0,22,1,,0.0,6.0,1.0,16,3.0,1,0,57.0,46.0
,30.0,1.0,1.0,0.0,66,1,1.0,1.0,5.0,6.0,18,2.0,4,0,6.0,0.0
31.0,46.0,1.0,1.0,0.0,67,5,,1.0,3.0,1.0,10,2.0,1,0,71.0,57.0
27.0,68.0,1.0,1.0,0.0,84,5,,0.0,3.0,1.0,28,1.0,1,0,30.0,24.0
37.0,60.0,2.0,0.0,0.0,12,1,,0.0,1.0,3.0,10,2.0,1,0,51.0,41.0
50.0,55.0,1.0,1.0,4.0,12,1,,0.0,3.0,3.0,26,1.0,1,1,78.0,63.0
27.0,44.0,1.0,1.0,3.0,66,5,,0.0,3.0,2.0,13,1.0,1,0,27.0,21.0
6.43,52.0,3.0,1.0,1.0,80,1,,0.0,1.0,3.0,10,2.0,1,0,108.0,87.0
262.0,37.0,1.0,1.0,19.0,66,1,,0.0,3.0,1.0,10,1.0,1,1,9996.0,360.0
1.0,30.0,1.0,1.0,1.0,22,1,0.0,1.0,3.0,2.0,16,3.0,2,0,12.0,6.0
8.0,35.0,3.0,1.0,2.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
48.0,64.0,1.0,1.0,0.0,65,1,,0.0,3.0,1.0,10,1.0,1,1,71.0,57.0
10.0,35.0,3.0,1.0,3.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
36.0,47.0,3.0,1.0,12.0,84,1,,0.0,3.0,3.0,17,1.0,1,0,175.0,140.0
15.0,41.0,1.0,1.0,14.0,85,1,,1.0,3.0,1.0,13,2.0,1,0,137.0,110.0
36.0,26.0,1.0,0.0,0.0,13,1,,0.0,3.0,2.0,28,2.0,1,0,41.0,33.0
34.0,28.0,5.0,0.0,0.0,40,1,,0.0,3.0,3.0,10,1.0,1,0,71.0,57.0
70.0,28.0,1.0,1.0,1.0,39,1,,0.0,3.0,3.0,10,3.0,1,0,135.0,108.0
60.0,23.0,5.0,0.0,0.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,135.0,108.0
15.0,40.0,3.0,1.0,5.0,84,5,,0.0,3.0,3.0,17,1.0,1,0,46.0,37.0
84.0,35.0,1.0,1.0,22.0,85,1,,0.0,1.0,1.0,10,1.0,1,1,137.0,110.0
145.0,36.0,1.0,1.0,17.0,67,1,,0.0,3.0,3.0,10,1.0,1,0,188.0,151.0
0.03,37.0,3.0,1.0,,31,3,,0.0,,3.0,17,,1,0,,
0.03,27.0,1.0,1.0,1.0,40,1,,0.0,5.0,3.0,13,3.0,1,0,87.0,70.0
1.08,55.0,3.0,0.0,0.0,94,1,0.0,0.0,1.0,6.0,5,3.0,1,0,6.0,0.0
