SENTTOT,AGE,CITIZEN,CRIMHIST,CRIMPTS,DISTRICT,DSPLEA,INOUT,MONSEX,NEWEDUC,NEWRACE,OFFGUIDE,PRESENT,SENTIMP,WEAPON,XMAXSOR,XMINSOR
60.0,32.0,1.0,1.0,2.0,1,2,,0.0,1.0,3.0,10,2.0,1,0,87.0,70.0
30.0,53.0,1.0,1.0,9.0,86,1,,0.0,3.0,1.0,24,1.0,1,0,37.0,30.0
60.0,29.0,3.0,1.0,0.0,41,1,,0.0,1.0,3.0,10,1.0,1,0,71.0,57.0
140.0,29.0,1.0,1.0,8.0,47,1,,0.0,1.0,3.0,10,1.0,1,0,405.0,324.0
70.0,29.0,1.0,1.0,0.0,41,1,,1.0,5.0,3.0,10,2.0,1,0,210.0,168.0
46.0,38.0,3.0,1.0,12.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,63.0,51.0
1.48,67.0,1.0,1.0,0.0,90,2,0.0,0.0,5.0,1.0,6,2.0,2,1,6.0,0.0
132.0,45.0,1.0,1.0,2.0,19,1,,0.0,5.0,1.0,10,1.0,1,1,293.0,235.0
77.0,35.0,1.0,1.0,13.0,37,1,,1.0,3.0,1.0,13,1.0,1,0,96.0,77.0
,45.0,3.0,1.0,5.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,8.0,2.0
135.0,37.0,2.0,1.0,3.0,1,8,,0.0,3.0,3.0,10,1.0,1,0,168.0,135.0
48.0,57.0,3.0,1.0,3.0,84,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
3.84,33.0,3.0,1.0,3.0,70,1,0.0,0.0,5.0,3.0,17,1.0,1,0,10.0,4.0
204.0,42.0,1.0,1.0,0.0,19,1,,0.0,3.0,1.0,27,1.0,1,0,168.0,135.0
300.0,37.0,1.0,1.0,14.0,37,1,,0.0,3.0,1.0,22,1.0,1,0,9996.0,9996.0
7.39,47.0,2.0,1.0,0.0,42,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
,32.0,1.0,0.0,0.0,42,5,1.0,0.0,3.0,3.0,30,2.0,4,0,6.0,0.0
40.0,37.0,2.0,0.0,0.0,42,1,,0.0,5.0,3.0,10,1.0,1,0,71.0,57.0
8.36,25.0,3.0,0.0,0.0,42,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
30.0,48.0,3.0,0.0,0.0,70,1,,0.0,6.0,3.0,10,1.0,1,0,63.0,51.0
2.46,33.0,3.0,0.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
4.85,40.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
36.0,32.0,3.0,1.0,2.0,84,1,0.0,0.0,3.0,3.0,17,1.0,1,0,14.0,8.0
21.0,41.0,1.0,1.0,12.0,70,1,,1.0,5.0,1.0,17,1.0,1,0,27.0,21.0
8.0,38.0,2.0,1.0,0.0,42,1,0.0,0.0,5.0,3.0,17,1.0,1,0,14.0,8.0
5.13,20.0,1.0,1.0,1.0,42,1,0.0,1.0,3.0,3.0,10,1.0,1,0,6.0,0.0
10.0,34.0,3.0,1.0,3.0,70,1,,0.0,3.0,3.0,17,1.0,1,0,21.0,15.0
0.03,38.0,3.0,1.0,0.0,41,1,,0.0,3.0,3.0,13,1.0,1,0,18.0,12.0
70.0,53.0,5.0,0.0,0.0,30,1,,0.0,1.0,3.0,10,1.0,1,0,87.0,70.0
51.0,22.0,1.0,1.0,2.0,36,1,,0.0,1.0,2.0,13,1.0,1,0,57.0,46.0
120.0,40.0,1.0,1.0,28.0,70,1,,0.0,1.0,3.0,10,1.0,1,0,293.0,235.0
180.0,21.0,1.0,1.0,0.0,61,1,,1.0,5.0,1.0,19,1.0,1,1,262.0,210.0
8.0,43.0,3.0,1.0,3.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
,44.0,1.0,0.0,0.0,84,1,1.0,0.0,5.0,1.0,16,3.0,4,0,6.0,0.0
28.0,19.0,1.0,1.0,0.0,41,1,,0.0,1.0,3.0,17,2.0,1,0,46.0,37.0
5.23,37.0,3.0,1.0,0.0,41,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
24.0,36.0,3.0,1.0,8.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
,26.0,1.0,0.0,0.0,84,1,,0.0,3.0,3.0,10,2.0,4,0,71.0,57.0
0.03,38.0,3.0,,,6,5,,0.0,,3.0,17,,1,0,,
,35.0,1.0,1.0,12.0,34,1,1.0,0.0,3.0,2.0,10,1.0,4,0,12.0,6.0
21.0,50.0,3.0,1.0,11.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
130.0,61.0,1.0,1.0,13.0,42,1,,0.0,3.0,3.0,10,2.0,1,0,188.0,151.0
33.0,34.0,1.0,1.0,8.0,39,1,,0.0,1.0,2.0,13,1.0,1,0,37.0,30.0
23.2,55.0,1.0,1.0,0.0,41,1,,0.0,3.0,3.0,10,1.0,1,0,30.0,24.0
0.03,29.0,1.0,1.0,0.0,68,1,,1.0,5.0,6.0,10,2.0,1,0,46.0,37.0
14.0,42.0,3.0,1.0,8.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
0.03,47.0,1.0,1.0,18.0,88,1,,0.0,3.0,1.0,13,1.0,1,0,78.0,63.0
120.0,23.0,1.0,1.0,2.0,44,1,,0.0,3.0,2.0,10,1.0,1,1,151.0,121.0
4.17,31.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,7.0,1.0
49.0,67.0,3.0,1.0,0.0,83,1,,0.0,1.0,3.0,10,1.0,1,0,57.0,46.0
18.0,44.0,1.0,1.0,3.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
60.0,27.0,1.0,1.0,9.0,50,1,,0.0,3.0,2.0,13,1.0,1,0,105.0,84.0
,65.0,1.0,1.0,0.0,6,1,1.0,0.0,5.0,1.0,16,3.0,4,0,6.0,0.0
128.0,48.0,5.0,0.0,0.0,31,1,,0.0,3.0,2.0,16,1.0,1,0,168.0,135.0
90.0,41.0,1.0,1.0,7.0,47,5,,0.0,3.0,1.0,26,1.0,1,0,105.0,84.0
507.0,33.0,1.0,1.0,6.0,22,8,,0.0,3.0,2.0,26,1.0,1,1,168.0,135.0
,34.0,1.0,0.0,0.0,47,1,,0.0,6.0,1.0,10,3.0,3,0,18.0,12.0
0.03,31.0,3.0,1.0,0.0,70,1,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
120.03,21.0,1.0,1.0,0.0,51,1,,0.0,3.0,2.0,26,2.0,1,1,41.0,33.0
0.03,58.0,1.0,1.0,6.0,88,1,,0.0,3.0,3.0,10,3.0,1,1,71.0,57.0
,28.0,1.0,0.0,0.0,32,1,,1.0,3.0,3.0,15,2.0,4,0,16.0,10.0
110.0,30.0,1.0,1.0,17.0,20,5,,0.0,1.0,2.0,13,1.0,1,0,137.0,110.0
60.0,51.0,1.0,1.0,0.0,36,1,,1.0,5.0,1.0,13,1.0,1,0,46.0,37.0
25.0,53.0,1.0,1.0,0.0,42,1,,0.0,6.0,1.0,16,2.0,1,0,41.0,33.0
23.95,48.0,2.0,1.0,0.0,12,1,,0.0,5.0,2.0,22,1.0,1,0,151.0,121.0
120.0,24.0,1.0,1.0,0.0,1,1,,0.0,3.0,2.0,10,1.0,1,1,135.0,108.0
75.0,28.0,1.0,1.0,6.0,12,1,,0.0,3.0,2.0,10,1.0,1,1,57.0,46.0
70.0,34.0,1.0,1.0,0.0,12,1,,0.0,5.0,1.0,10,1.0,1,0,71.0,57.0
33.0,47.0,1.0,1.0,4.0,12,1,,0.0,3.0,2.0,10,1.0,1,1,135.0,108.0
44.0,24.0,1.0,1.0,8.0,34,1,,0.0,3.0,2.0,13,1.0,1,0,46.0,37.0
18.0,22.0,1.0,1.0,3.0,70,1,,0.0,1.0,3.0,13,1.0,1,0,33.0,27.0
51.0,42.0,1.0,1.0,15.0,88,1,,0.0,3.0,1.0,13,1.0,1,0,51.0,41.0
30.0,51.0,3.0,0.0,0.0,8,5,,0.0,3.0,2.0,16,2.0,1,0,97.0,78.0
0.03,51.0,3.0,0.0,0.0,7,1,,0.0,,1.0,16,1.0,1,0,71.0,57.0
0.03,34.0,1.0,1.0,13.0,48,1,,0.0,3.0,2.0,10,3.0,1,0,41.0,33.0
23.0,25.0,1.0,1.0,1.0,7,1,,0.0,1.0,2.0,13,2.0,1,0,21.0,15.0
,31.0,2.0,1.0,7.0,7,1,,0.0,3.0,2.0,13,2.0,4,0,27.0,21.0
120.0,39.0,1.0,1.0,11.0,7,1,,0.0,1.0,3.0,10,1.0,1,0,188.0,151.0
0.03,54.0,1.0,0.0,0.0,7,1,,0.0,3.0,1.0,10,2.0,1,0,46.0,37.0
0.03,41.0,1.0,1.0,4.0,48,1,,0.0,1.0,2.0,10,1.0,1,0,57.0,46.0
92.0,60.0,1.0,1.0,0.0,8,1,,0.0,5.0,2.0,1,1.0,1,0,27.0,21.0
11.24,62.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
61.0,41.0,1.0,1.0,8.0,48,1,,0.0,5.0,2.0,10,1.0,1,1,151.0,121.0
120.0,24.0,1.0,1.0,9.0,64,1,,0.0,1.0,2.0,26,1.0,1,1,150.0,120.0
360.0,39.0,1.0,0.0,0.0,7,1,,0.0,3.0,1.0,27,1.0,1,0,9996.0,9996.0
,37.0,1.0,1.0,0.0,8,2,,1.0,6.0,2.0,27,2.0,4,0,18.0,12.0
60.0,40.0,1.0,1.0,14.0,1,5,,0.0,3.0,1.0,26,1.0,1,0,78.0,63.0
,56.0,1.0,1.0,0.0,27,1,1.0,1.0,1.0,1.0,16,2.0,4,0,12.0,6.0
0.03,50.0,1.0,0.0,0.0,8,5,,0.0,6.0,1.0,16,2.0,1,0,121.0,97.0
7.0,30.0,3.0,0.0,0.0,42,5,0.0,1.0,1.0,3.0,17,1.0,1,0,6.0,0.0
24.0,54.0,1.0,1.0,9.0,1,5,,0.0,3.0,1.0,24,1.0,1,0,30.0,24.0
27.0,37.0,3.0,1.0,10.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
46.0,50.0,3.0,1.0,8.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
1.16,34.0,3.0,1.0,1.0,31,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
24.0,38.0,3.0,1.0,3.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
360.0,34.0,1.0,1.0,8.0,47,8,,0.0,3.0,2.0,13,1.0,1,1,9996.0,360.0
8.05,22.0,3.0,1.0,6.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
57.0,42.0,3.0,1.0,8.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,57.0,46.0
27.0,38.0,3.0,1.0,8.0,42,5,,0.0,3.0,3.0,17,1.0,1,0,27.0,21.0
37.0,38.0,3.0,1.0,5.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
13.1,42.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
11.96,59.0,3.0,1.0,7.0,41,2,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
84.0,27.0,1.0,1.0,3.0,42,1,,0.0,5.0,3.0,16,1.0,1,0,135.0,108.0
15.0,62.0,1.0,1.0,5.0,41,1,,0.0,3.0,1.0,23,1.0,1,0,21.0,15.0
27.0,45.0,3.0,1.0,10.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
0.03,44.0,2.0,1.0,4.0,90,1,,0.0,1.0,3.0,10,3.0,1,0,108.0,87.0
43.72,33.0,3.0,1.0,3.0,79,2,,0.0,3.0,3.0,10,1.0,1,0,210.0,168.0
16.03,26.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
7.39,30.0,3.0,1.0,0.0,41,2,,0.0,1.0,3.0,17,1.0,1,0,18.0,12.0
5.39,26.0,3.0,1.0,2.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
9.0,41.0,3.0,1.0,3.0,11,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
30.0,41.0,3.0,1.0,5.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
7.95,31.0,3.0,0.0,0.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,18.0,12.0
42.0,40.0,1.0,1.0,4.0,64,1,,0.0,3.0,1.0,13,3.0,1,0,57.0,46.0
63.0,50.0,3.0,1.0,13.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,63.0,51.0
10.38,33.0,3.0,1.0,7.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
3.0,39.0,1.0,1.0,0.0,32,1,,0.0,3.0,3.0,10,2.0,1,0,71.0,57.0
78.0,38.0,2.0,1.0,0.0,1,8,,0.0,1.0,2.0,21,1.0,1,0,97.0,78.0
72.0,36.0,2.0,0.0,0.0,1,8,,0.0,6.0,2.0,21,1.0,1,0,97.0,78.0
0.49,46.0,1.0,1.0,2.0,87,5,0.0,0.0,,,30,2.0,1,0,6.0,0.0
180.0,62.0,1.0,1.0,7.0,95,1,,0.0,3.0,1.0,10,1.0,1,1,188.0,151.0
37.0,28.0,1.0,1.0,6.0,64,1,,0.0,1.0,6.0,13,1.0,1,0,37.0,30.0
63.0,37.0,1.0,1.0,18.0,42,5,,0.0,3.0,2.0,13,1.0,1,0,87.0,70.0
13.2,33.0,3.0,1.0,6.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
37.0,26.0,3.0,1.0,8.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,57.0,46.0
13.33,47.0,3.0,1.0,7.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
40.0,38.0,3.0,1.0,17.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,41.0,33.0
360.0,43.0,3.0,1.0,3.0,42,1,,0.0,1.0,3.0,17,1.0,1,0,405.0,324.0
4.0,42.0,1.0,1.0,4.0,41,5,0.0,0.0,1.0,3.0,25,1.0,1,0,10.0,4.0
18.0,28.0,3.0,1.0,12.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
12.03,24.0,3.0,1.0,0.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
12.03,51.0,1.0,1.0,0.0,38,1,,0.0,6.0,1.0,16,2.0,1,0,46.0,37.0
33.0,34.0,1.0,1.0,6.0,47,5,,0.0,3.0,2.0,10,1.0,1,0,41.0,33.0
5.68,46.0,3.0,1.0,0.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
120.0,26.0,1.0,1.0,5.0,6,1,,0.0,1.0,1.0,13,1.0,1,0,135.0,108.0
70.0,47.0,1.0,1.0,20.0,34,1,,0.0,1.0,2.0,13,1.0,1,0,78.0,63.0
,58.0,1.0,0.0,0.0,38,1,,0.0,6.0,1.0,16,2.0,4,0,46.0,37.0
40.0,38.0,1.0,1.0,2.0,47,1,,0.0,3.0,1.0,10,1.0,1,0,78.0,63.0
78.0,53.0,3.0,1.0,5.0,84,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
37.0,33.0,1.0,1.0,3.0,88,1,,0.0,3.0,6.0,4,1.0,1,1,51.0,41.0
248.0,40.0,1.0,1.0,3.0,24,1,,0.0,5.0,1.0,10,1.0,1,1,235.0,188.0
168.0,34.0,1.0,1.0,3.0,42,8,,0.0,3.0,3.0,27,1.0,1,0,168.0,135.0
,44.0,1.0,1.0,0.0,12,2,,0.0,6.0,1.0,16,2.0,3,0,30.0,24.0
78.0,52.0,1.0,1.0,7.0,42,5,,1.0,3.0,3.0,10,1.0,1,0,105.0,84.0
5.53,36.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
90.0,30.0,1.0,1.0,10.0,47,1,,0.0,3.0,1.0,10,1.0,1,1,125.0,100.0
5.99,52.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
18.0,19.0,3.0,0.0,0.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
0.03,35.0,1.0,1.0,0.0,12,1,,0.0,5.0,3.0,10,2.0,2,0,30.0,24.0
6.39,44.0,3.0,0.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,10.0,4.0
240.0,27.0,1.0,1.0,1.0,45,1,,1.0,1.0,1.0,27,1.0,1,0,9996.0,9996.0
12.03,27.0,3.0,1.0,9.0,41,5,,1.0,3.0,3.0,17,1.0,1,0,30.0,24.0
75.0,25.0,3.0,0.0,0.0,41,5,,0.0,1.0,3.0,7,1.0,1,0,121.0,97.0
12.03,63.0,1.0,0.0,0.0,81,1,,0.0,3.0,1.0,7,3.0,1,0,121.0,97.0
5.43,67.0,3.0,1.0,4.0,41,1,0.0,0.0,1.0,3.0,16,1.0,1,0,6.0,0.0
6.0,26.0,1.0,1.0,1.0,41,8,,1.0,3.0,3.0,17,2.0,2,0,16.0,10.0
12.03,39.0,3.0,1.0,3.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
34.0,31.0,1.0,1.0,2.0,41,1,,0.0,3.0,3.0,10,2.0,1,0,97.0,78.0
84.0,69.0,1.0,0.0,0.0,41,1,,0.0,6.0,1.0,7,1.0,1,0,151.0,121.0
27.0,40.0,1.0,1.0,18.0,79,1,,0.0,5.0,1.0,10,1.0,1,0,96.0,77.0
18.0,27.0,3.0,1.0,9.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
30.0,43.0,1.0,0.0,0.0,34,1,,1.0,5.0,3.0,10,2.0,1,0,71.0,57.0
204.0,30.0,1.0,1.0,25.0,27,1,,0.0,3.0,2.0,10,1.0,1,0,365.0,292.0
4.0,62.0,1.0,1.0,0.0,64,1,,0.0,6.0,1.0,29,2.0,1,0,24.0,18.0
8.0,38.0,1.0,1.0,4.0,41,1,,0.0,3.0,2.0,17,1.0,2,0,30.0,24.0
15.0,35.0,3.0,1.0,4.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
30.0,45.0,1.0,0.0,0.0,31,1,,1.0,6.0,3.0,10,2.0,1,0,57.0,46.0
140.0,41.0,1.0,1.0,12.0,64,1,,1.0,3.0,1.0,10,1.0,1,0,210.0,168.0
151.0,44.0,1.0,1.0,8.0,42,1,,0.0,3.0,3.0,10,1.0,1,0,188.0,151.0
36.0,59.0,2.0,0.0,0.0,41,1,,1.0,3.0,3.0,10,1.0,1,0,57.0,46.0
57.0,40.0,3.0,0.0,0.0,31,1,,0.0,1.0,2.0,17,1.0,1,0,87.0,70.0
327.0,45.0,1.0,1.0,10.0,47,8,,0.0,1.0,2.0,10,1.0,1,1,293.0,235.0
,61.0,1.0,0.0,0.0,31,1,,0.0,5.0,2.0,16,2.0,4,0,16.0,10.0
30.0,29.0,1.0,1.0,6.0,31,3,,0.0,1.0,2.0,13,1.0,1,0,37.0,30.0
37.0,27.0,1.0,1.0,6.0,95,1,,0.0,3.0,1.0,13,4.0,1,0,46.0,37.0
55.0,40.0,1.0,1.0,6.0,16,1,,0.0,3.0,2.0,13,1.0,1,0,87.0,70.0
190.0,32.0,1.0,1.0,4.0,44,1,,0.0,5.0,2.0,10,1.0,1,1,327.0,262.0
10.0,37.0,3.0,1.0,5.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
37.0,33.0,1.0,1.0,11.0,71,1,,0.0,3.0,6.0,13,1.0,1,0,57.0,46.0
46.0,32.0,1.0,1.0,6.0,65,1,,0.0,1.0,2.0,13,1.0,1,0,57.0,46.0
100.0,35.0,1.0,1.0,9.0,40,1,,0.0,1.0,2.0,13,1.0,1,0,125.0,100.0
24.0,36.0,1.0,1.0,8.0,42,5,,0.0,3.0,1.0,13,1.0,1,0,27.0,21.0
57.0,22.0,1.0,1.0,3.0,65,1,,0.0,1.0,2.0,13,1.0,1,0,63.0,51.0
100.0,45.0,1.0,1.0,2.0,85,8,,0.0,3.0,6.0,10,1.0,1,1,135.0,108.0
60.0,57.0,1.0,1.0,3.0,15,5,,0.0,3.0,3.0,10,2.0,1,0,51.0,41.0
48.0,23.0,1.0,1.0,0.0,33,1,,0.0,3.0,1.0,7,1.0,1,0,97.0,78.0
72.0,31.0,1.0,1.0,1.0,41,1,,0.0,1.0,3.0,10,2.0,1,0,87.0,70.0
180.0,57.0,1.0,1.0,6.0,38,5,,1.0,1.0,2.0,13,2.0,1,0,168.0,135.0
120.0,52.0,2.0,1.0,1.0,32,8,,0.0,3.0,2.0,10,1.0,1,0,97.0,78.0
0.03,39.0,,,,90,1,0.0,0.0,,,1,,1,0,6.0,0.0
67.0,27.0,1.0,1.0,0.0,38,1,,1.0,1.0,6.0,20,1.0,1,0,78.0,63.0
8.0,46.0,1.0,1.0,6.0,15,8,0.0,0.0,,2.0,25,1.0,1,0,8.0,2.0
36.0,32.0,1.0,1.0,4.0,19,5,,0.0,3.0,2.0,13,1.0,1,0,37.0,30.0
2.96,52.0,1.0,1.0,0.0,90,1,0.0,0.0,5.0,1.0,6,3.0,1,0,6.0,0.0
18.0,19.0,3.0,0.0,0.0,84,1,,0.0,1.0,3.0,10,1.0,1,0,46.0,37.0
70.0,34.0,1.0,1.0,0.0,56,1,,0.0,5.0,1.0,10,1.0,1,1,108.0,87.0
9.76,64.0,1.0,1.0,3.0,18,1,,0.0,3.0,2.0,12,1.0,1,0,18.0,12.0
18.0,22.0,1.0,1.0,1.0,9,1,,0.0,1.0,2.0,28,1.0,1,0,18.0,12.0
,57.0,1.0,1.0,0.0,30,1,,0.0,6.0,1.0,5,2.0,4,0,46.0,37.0
140.0,63.0,1.0,1.0,1.0,69,8,,1.0,1.0,1.0,10,1.0,1,0,151.0,121.0
24.0,43.0,1.0,1.0,13.0,87,1,,0.0,3.0,2.0,16,1.0,1,0,,
36.0,43.0,3.0,0.0,0.0,6,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
20.0,32.0,1.0,0.0,0.0,87,1,,1.0,6.0,1.0,21,2.0,1,0,30.0,24.0
36.0,30.0,1.0,1.0,3.0,85,1,,1.0,5.0,6.0,10,1.0,1,0,78.0,63.0
,39.0,1.0,1.0,0.0,85,1,,1.0,1.0,1.0,10,2.0,3,1,87.0,70.0
12.03,27.0,1.0,0.0,0.0,85,1,,0.0,1.0,1.0,4,2.0,1,0,30.0,24.0
,45.0,1.0,1.0,0.0,49,1,1.0,0.0,5.0,1.0,10,2.0,4,0,12.0,6.0
38.0,34.0,3.0,1.0,2.0,85,5,,0.0,3.0,3.0,10,1.0,1,0,41.0,33.0
120.0,59.0,1.0,1.0,3.0,40,1,,1.0,1.0,1.0,10,1.0,1,0,188.0,151.0
4.24,23.0,3.0,0.0,0.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
,53.0,1.0,1.0,0.0,36,1,,1.0,5.0,1.0,16,2.0,3,0,24.0,18.0
110.0,29.0,1.0,1.0,9.0,49,1,,0.0,5.0,2.0,13,1.0,1,0,125.0,100.0
120.0,24.0,1.0,1.0,10.0,49,1,,0.0,3.0,6.0,26,1.0,1,1,71.0,57.0
180.0,45.0,3.0,1.0,0.0,85,1,,0.0,1.0,3.0,10,1.0,1,0,210.0,168.0
162.0,30.0,3.0,0.0,0.0,87,1,,0.0,1.0,3.0,10,1.0,1,1,262.0,210.0
2.82,31.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
18.0,58.0,1.0,1.0,0.0,22,1,,0.0,6.0,2.0,29,3.0,1,0,30.0,24.0
0.03,27.0,1.0,,,74,1,,0.0,,3.0,17,,1,0,46.0,37.0
235.0,33.0,1.0,1.0,10.0,49,1,,0.0,3.0,2.0,10,1.0,1,0,262.0,210.0
108.0,32.0,3.0,0.0,0.0,67,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
36.0,35.0,1.0,1.0,2.0,41,1,,0.0,1.0,2.0,10,1.0,1,0,51.0,41.0
24.0,32.0,1.0,0.0,0.0,4,1,,0.0,3.0,3.0,10,2.0,1,1,37.0,30.0
84.0,30.0,1.0,1.0,5.0,67,1,,0.0,3.0,3.0,10,2.0,1,0,135.0,108.0
60.0,40.0,1.0,1.0,4.0,41,1,,0.0,3.0,3.0,10,1.0,1,0,168.0,135.0
84.0,29.0,1.0,1.0,7.0,48,1,,0.0,1.0,2.0,10,2.0,1,0,125.0,100.0
168.0,50.0,1.0,1.0,14.0,40,2,,0.0,3.0,3.0,10,1.0,1,1,188.0,151.0
,43.0,1.0,1.0,4.0,77,5,,0.0,5.0,2.0,13,3.0,4,0,37.0,30.0
292.0,41.0,1.0,1.0,3.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,293.0,235.0
,41.0,1.0,,,22,1,1.0,0.0,,1.0,11,,4,0,6.0,0.0
168.0,22.0,1.0,1.0,0.0,39,1,,0.0,3.0,1.0,27,1.0,1,0,210.0,168.0
78.0,34.0,1.0,1.0,9.0,82,1,,0.0,3.0,6.0,10,1.0,1,0,125.0,100.0
96.0,39.0,1.0,1.0,0.0,67,1,,0.0,1.0,3.0,7,1.0,1,0,151.0,121.0
46.0,35.0,1.0,1.0,1.0,51,1,,1.0,5.0,2.0,16,2.0,1,0,46.0,37.0
23.53,34.0,1.0,1.0,11.0,48,1,,0.0,1.0,2.0,10,1.0,1,1,188.0,151.0
23.62,31.0,1.0,1.0,6.0,48,1,,0.0,3.0,2.0,10,1.0,1,0,21.0,15.0
24.0,43.0,1.0,1.0,0.0,49,1,,0.0,5.0,1.0,10,1.0,1,1,57.0,46.0
87.0,25.0,5.0,0.0,0.0,30,1,,0.0,3.0,3.0,10,1.0,1,0,135.0,108.0
0.03,37.0,1.0,1.0,10.0,48,1,,0.0,1.0,2.0,10,1.0,1,1,105.0,84.0
0.03,36.0,4.0,1.0,,74,1,0.0,0.0,,3.0,17,,1,0,7.0,1.0
50.0,43.0,1.0,1.0,2.0,68,1,,1.0,3.0,6.0,10,1.0,1,0,51.0,41.0
470.0,30.0,1.0,0.0,0.0,4,8,,0.0,3.0,3.0,22,1.0,1,0,9996.0,9996.0
57.0,57.0,1.0,1.0,0.0,22,1,,0.0,1.0,3.0,13,2.0,1,0,71.0,57.0
7.92,19.0,3.0,0.0,0.0,74,1,0.0,0.0,3.0,3.0,10,1.0,1,0,14.0,8.0
8.0,47.0,3.0,1.0,2.0,43,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
120.0,61.0,1.0,1.0,7.0,47,1,,0.0,3.0,2.0,10,1.0,1,1,87.0,70.0
12.03,48.0,1.0,1.0,0.0,30,5,,0.0,6.0,1.0,16,3.0,1,0,30.0,24.0
24.0,30.0,2.0,0.0,0.0,74,1,,0.0,6.0,3.0,10,1.0,1,0,71.0,57.0
75.0,27.0,1.0,1.0,15.0,43,1,,0.0,1.0,2.0,13,1.0,1,0,78.0,63.0
,24.0,1.0,1.0,2.0,55,5,,1.0,3.0,1.0,13,2.0,4,0,30.0,24.0
39.0,26.0,1.0,1.0,2.0,82,1,,0.0,5.0,2.0,16,1.0,1,0,21.0,15.0
36.0,25.0,1.0,1.0,10.0,64,1,,0.0,5.0,2.0,13,2.0,1,0,71.0,57.0
0.76,54.0,1.0,1.0,1.0,74,1,,0.0,5.0,2.0,10,2.0,2,0,57.0,46.0
,24.0,1.0,1.0,0.0,55,5,,0.0,3.0,2.0,13,2.0,4,0,24.0,18.0
